Tweet,Sentimen,Emosi,Processed_Tweet
Update Corona Covid-19 Sulsel Jumat 10 April 2020 per Kabupaten Kota: Maros Sidrap 12 Postif Gowa 17,0.0,1,update corona covid sulsel jumat april per kabupaten kota maros sidrap postif gowa
Abdul covid vairus kalo cowok. Siti covida vairus kalo cewek wkwkwkw,-1.0,2,abdul covid vairus kalo cowok siti covida vairus kalo cewek wkwkwkw
"Selamat Memperingati Wafat Isa Almasih bagi umat Kristen dan Katholik. Wafat Isa Almasih tahun ini jatuh pada hari Jumat, 10 April 2020.Semoga di tengah pandemi COVID-19 ini selalu diberikan kedamaian dan",1.0,-1,selamat memperingati wafat isa almasih bagi umat kristen dan katholik wafat isa almasih tahun ini jatuh pada hari jumat april semoga di tengah pandemi covid ini selalu diberikan kedamaian dan
Ayok mari kita sama sama lawan covid 19,1.0,2,ayok mari kita sama sama lawan covid
"Duh gusti masih ada aja, i Ungaran warga menolak pemakaman perawat RSUD Dr.Kariadi Semarang korban covid-19",1.0,-2,duh gusti masih ada aja i ungaran warga menolak pemakaman perawat rsud drkariadi semarang korban covid
Pembagian Sembako Serentak Kepada Warga Tidak Mampu di Sekitar Mapolsek dn Makoramil terkait dampak Wabah Corona (Covid-19)Hari Kamis tgl 09 APRIL 2020 pkl 10.00 Pembagian Sembako dilakukanKapolsek Tawangharjo,1.0,1,pembagian sembako serentak kepada warga tidak mampu di sekitar mapolsek dn makoramil terkait dampak wabah corona covidhari kamis tgl april pkl pembagian sembako dilakukankapolsek tawangharjo
Segenap keluarga besar Pemerintah Kota Batu mengucapkan Selamat Hari Jadi Kabupaten Nganjuk ke 1083.Semoga Kabupaten Nganjuk semakin maju dan pandemi Covid-19 segera berlalu..-rebecca_ramona.,1.0,2,segenap keluarga besar pemerintah kota batu mengucapkan selamat hari jadi kabupaten nganjuk ke semoga kabupaten nganjuk semakin maju dan pandemi covid segera berlalurebeccaramona
"Rupanya soal persiapan lahan utk kuburan masal korban Covid 19 tak hanya pemerintah Aceh, pemerintah New York pun turut mempersiapkanya. Sedia payung sebelum hujan.",1.0,1,rupanya soal persiapan lahan utk kuburan masal korban covid tak hanya pemerintah aceh pemerintah new york pun turut mempersiapkanya sedia payung sebelum hujan
Kenapa perlu duduk di rumah? Ini sebabnya.Bersama kita putuskan rantaian jangkitan COVID-19.,1.0,1,kenapa perlu duduk di rumah ini sebabnyabersama kita putuskan rantaian jangkitan covid
"vid covid, kapan kamu pergi..sejak kedatanganmu, banyak orang kehilangan",1.0,-1,vid covid kapan kamu pergisejak kedatanganmu banyak orang kehilangan
Wabah Corona (COVID-19) peringatan bagi para penguasa. Agar mereka tidak berbuat makar kepada Allah SWT. Dengan menentang penegakan hukum-hukum-Nya. Cepat atau lambat mereka akan mendapat balasan dari-Nya.,-1.0,-2,wabah corona covid peringatan bagi para penguasa agar mereka tidak berbuat makar kepada allah swt dengan menentang penegakan hukumhukumnya cepat atau lambat mereka akan mendapat balasan darinya
TUGAS EKONOMINama : Aulia Nashwa NathaniaNo : 09Kelas : Xl Mipa 3SMA Negeri 1 BanyudonoSaya akan menjawab beberapa pertanyaan yang diberikan oleh Ibu terkait dengan Materi Kerjasama Internasional &amp; isu yang sedang berkembang saat ini (Covid-19)-A THREAD-,0.0,1,tugas ekonominama aulia nashwa nathaniano kelas xl mipa sma negeri banyudonosaya akan menjawab beberapa pertanyaan yang diberikan oleh ibu terkait dengan materi kerjasama internasional amp isu yang sedang berkembang saat ini covida thread
"Bantuan Masyarakat Terus Mengalir, Rekening Gugus Tugas Covid-19 Sudah Terisi Rp 193 MiliarYang 11.000T bagaimana kabarnya? Kalau ini beri bohong, tolong tangkap sumbernya",0.0,1,bantuan masyarakat terus mengalir rekening gugus tugas covid sudah terisi rp miliaryang t bagaimana kabarnya kalau ini beri bohong tolong tangkap sumbernya
Wander Luiz Masih Menunggu Hasil dari Pemeriksaan Tes COVID-19,1.0,1,wander luiz masih menunggu hasil dari pemeriksaan tes covid
Kerja-kerja termination cable for stand by gen set at Pusat Kuarantin dan Rawatan Quarantine for Low Risk Covid-19 Patient @ MAEPS .,0.0,-1,kerjakerja termination cable for stand by gen set at pusat kuarantin dan rawatan quarantine for low risk covid patient maeps
Semoga wabah covid 19 segera berlalu,1.0,1,semoga wabah covid segera berlalu
Bisakah Permenkes PSBB Mempercepat Penanganan Covid-19? -,1.0,1,bisakah permenkes psbb mempercepat penanganan covid
"El Asamau, Mahasiswa LPDP Asal Alor Umumkan Positif Covid-19 di NTT lewat Pos",0.0,-1,el asamau mahasiswa lpdp asal alor umumkan positif covid di ntt lewat pos
"Berdamailah dlm kesedihn dan rasa sakitItulah sumber mata air kehidupan dan kecintaan pada TuhanKrna kemuliaan itu hrus kau temui dlm onak dan duri(Rumi, Matsnawi, jilid 2, bait 2261-2263)Bgitulah pelajaran ala Rumi untk kita di tngah mwbahny covid-19. Badai psti berlalu.",1.0,-1,berdamailah dlm kesedihn dan rasa sakititulah sumber mata air kehidupan dan kecintaan pada tuhankrna kemuliaan itu hrus kau temui dlm onak dan durirumi matsnawi jilid bait bgitulah pelajaran ala rumi untk kita di tngah mwbahny covid badai psti berlalu
Flex sangat haritu increase production. Sekarang baru tahu langit tinggi atau rendah apabila unexpected beast (Covid-19) datang. ,0.0,-1,flex sangat haritu increase production sekarang baru tahu langit tinggi atau rendah apabila unexpected beast covid datang
"Pemerintah Larang ASN, TNI, Polri, dan Pegawai BUMN Mudik di Tengah Pandemi Covi",1.0,1,pemerintah larang asn tni polri dan pegawai bumn mudik di tengah pandemi covi
"Kata dia nih untuk mencegah virus Covid 19 harus rajin Mandi,, Perasaan gw semua yg meninggal jg rajin mandi,,,Bangun Tidur Si Torus Mandi,,Tidak Lupa Menggosok Biji,,",-1.0,-2,kata dia nih untuk mencegah virus covid harus rajin mandi perasaan gw semua yg meninggal jg rajin mandibangun tidur si torus manditidak lupa menggosok biji
"Mungkin Glenn Fredly jauh lebih berharga dari pd petugas medis &amp; para korban meninggal covid-19 Yang bela sungkawa byk bener termasuk dari pemerintah Sampai segitunya Para petugas medis, bersabar ya  kami disini yg akan terus mendoakan kalian sepanjang hari demi hari ",-1.0,-2,mungkin glenn fredly jauh lebih berharga dari pd petugas medis amp para korban meninggal covid yang bela sungkawa byk bener termasuk dari pemerintah sampai segitunya para petugas medis bersabar ya kami disini yg akan terus mendoakan kalian sepanjang hari demi hari
"Yuk Kita Simak Penjelasan Dr. Hastry, Sp.F Terkait Penanganan Jenazah Covid-19Bersama Kita BisaINDONESIA BISA LAWAN CORONA",1.0,2,yuk kita simak penjelasan dr hastry spf terkait penanganan jenazah covidbersama kita bisaindonesia bisa lawan corona
Dokter Tifauzia: Presiden Harusnya Sampaikan Duka Cita ke Dokter COVID-19,0.0,-1,dokter tifauzia presiden harusnya sampaikan duka cita ke dokter covid
"Covid-19 akan pergi... InsyaAllah kerana masih ada manusia yang rukuk pada Allah, masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup ",1.0,-1,covid akan pergi insyaallah kerana masih ada manusia yang rukuk pada allah masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup
Polsek Tugu Himbau Jaga Jarak Aman Cegah Covid-19,1.0,1,polsek tugu himbau jaga jarak aman cegah covid
Kalau pandemi covid 19 ini berakhir dari bumi ini..Aku mau nikah..Dg siapa?Pokoknya dg laki lakiBukan pengangguranBukan buaya sosmedGak harus gantengGak musti kayaYg penting matane rak jelalatan ngeliat yg perempuan,-1.0,2,kalau pandemi covid ini berakhir dari bumi iniaku mau nikahdg siapapokoknya dg laki lakibukan pengangguranbukan buaya sosmedgak harus gantenggak musti kayayg penting matane rak jelalatan ngeliat yg perempuan
Hari ini masuk kali yang keempat kita tidak dapat menunaikan solat Jumaat. Semoga Allah menghapuskan Covid-19 ini dengan segera. Amin ,1.0,-1,hari ini masuk kali yang keempat kita tidak dapat menunaikan solat jumaat semoga allah menghapuskan covid ini dengan segera amin
"Kalau Omnibus Law tetap berjalan ribuan buruh akan melakukan demo besar2an pd tg 30 AprilDalam kondisi wabah Covid-19, seharusnya DPR lebih fokus menghadapi wabah corona dan korban PHK",1.0,-2,kalau omnibus law tetap berjalan ribuan buruh akan melakukan demo besaran pd tg aprildalam kondisi wabah covid seharusnya dpr lebih fokus menghadapi wabah corona dan korban phk
"Personil Polsek Karanglewas melaksanakan patroli malam ( BLP) atau jam malam, ciptakan situasi yang kondusif dan adakan cek pos sterilisasi terkait pencegahan penularan Covid-19 pada saat jam malam di wilayah kec Karanglewas, (10/4)",1.0,1,personil polsek karanglewas melaksanakan patroli malam blp atau jam malam ciptakan situasi yang kondusif dan adakan cek pos sterilisasi terkait pencegahan penularan covid pada saat jam malam di wilayah kec karanglewas
"Berdasarkan survei, dari 100 orang yang meninggal karena Covid-19, ternyata semuanya karena tidak sembuh...",-1.0,-1,berdasarkan survei dari orang yang meninggal karena covid ternyata semuanya karena tidak sembuh
Pembatasan Sosial Berskala Besar (PSBB) di DKI Jakarta Cegah Covid-19 - Berlaku pada 10 April 2020 (selama 2 pekan)- Sekolah dan tempat kerja diliburkan- Semua tempat ibadah ditutup- Semua fasilitas umum,1.0,1,pembatasan sosial berskala besar psbb di dki jakarta cegah covid berlaku pada april selama pekan sekolah dan tempat kerja diliburkan semua tempat ibadah ditutup semua fasilitas umum
Yup setuju!!!Demo dalam skala besar biar kena Covid-19!!!Tinggal dibuang kelaut semuanya!!!,-1.0,-2,yup setujudemo dalam skala besar biar kena covidtinggal dibuang kelaut semuanya
Wah konkret instruksi untuk kepala daerah dari kader Banteng utk bersatu melawan Corona,1.0,2,wah konkret instruksi untuk kepala daerah dari kader banteng utk bersatu melawan corona
Putuskan mata rantai covid 19... ,1.0,1,putuskan mata rantai covid
Semoga semua frontliner kita terus usaha menyumbang bakti kepada negara,1.0,-1,semoga semua frontliner kita terus usaha menyumbang bakti kepada negara
Polres Lhokseumawe akan Lidik Penyebar Info Dokter Positif Covid-19,1.0,1,polres lhokseumawe akan lidik penyebar info dokter positif covid
"Karena nasgor mafia udh tutup di malang, beres covid  gue mau ubek ubek kota malang nyari daging kambing. Flish bm bgt nasgor kambing dia, mau bikin aj kl gx ad!!!udahan dong coronanya huhu",0.0,-1,karena nasgor mafia udh tutup di malang beres covid gue mau ubek ubek kota malang nyari daging kambing flish bm bgt nasgor kambing dia mau bikin aj kl gx adudahan dong coronanya huhu
"NTB Sudah Uii Sampel Covid-19, Kini Lebih Cepat Ketahui Hasilnya -",1.0,1,ntb sudah uii sampel covid kini lebih cepat ketahui hasilnya
Cegah Covid 19 HMPI SulSel Gelar Diskusi Daring,1.0,1,cegah covid hmpi sulsel gelar diskusi daring
BREAKING NEWS - Kabar Duka! Tiga PDP Covid-19 Kalbar di RSUD Soedarso Meninggal Dunia Dalam Sehari - Halaman 4 -,0.0,-1,breaking news kabar duka tiga pdp covid kalbar di rsud soedarso meninggal dunia dalam sehari halaman
"Fokus tangani covid 19, fokus tangani dampak covid 19 pd buruh. Saat ini ribuan buruh dirumahkan tnp digaji mrk kehilangan penghasilan.",0.0,-1,fokus tangani covid fokus tangani dampak covid pd buruh saat ini ribuan buruh dirumahkan tnp digaji mrk kehilangan penghasilan
"Pak Mahfud, soal kesehatan dan covid-19 serahkan kpd ahlinya: dokter Erlina Burhan.",1.0,1,pak mahfud soal kesehatan dan covid serahkan kpd ahlinya dokter erlina burhan
"Selamat Pagi. Rute Sudimara-Tanah Abang tersedia pkl 05:45 WIB, untuk Informasi lengkap jadwal perjalanan KRL mulai 10 April 2020, bisa di lihat pada website link berikut : Tks.",0.0,1,selamat pagi rute sudimaratanah abang tersedia pkl wib untuk informasi lengkap jadwal perjalanan krl mulai april bisa di lihat pada website link berikut tks
Selamat JALAN Covid-19.Selamat DATANG Ramadhan 1441H.,1.0,2,selamat jalan covidselamat datang ramadhan h
Makasih mas. Semoga Malaysia juga begitu. Kita sama2 perangi Covid 19 ini dan semuanya pada patuh ama himbauan pemerintah kita semua,1.0,-1,makasih mas semoga malaysia juga begitu kita sama perangi covid ini dan semuanya pada patuh ama himbauan pemerintah kita semua
"CEGAH VIRUS CORONAMenindaklanjuti Maklumat Kapolri dan 8 Perintah Kapolri dalam rangka mencegah dan mengantisipasi penyebaran COVID-19 atau VIRUS CORONA, Polsek Banjarnegara giatkan bersih bersih",1.0,1,cegah virus coronamenindaklanjuti maklumat kapolri dan perintah kapolri dalam rangka mencegah dan mengantisipasi penyebaran covid atau virus corona polsek banjarnegara giatkan bersih bersih
Kades Tomori Bpk Anas Olabahim Himbau Warga menunda Mudik untuk cegah penyebaran Covid 19.  ,1.0,1,kades tomori bpk anas olabahim himbau warga menunda mudik untuk cegah penyebaran covid
"Fix, perang dingin akan berlanjutSampe perdebatan masalah covid ini selesaiAtauSampe lebih dari abis lebaran",0.0,-1,fix perang dingin akan berlanjutsampe perdebatan masalah covid ini selesaiatausampe lebih dari abis lebaran
"Pasca Merebak COVID-19, Nasib TKI di Malaysia Memprihatinkan",0.0,-1,pasca merebak covid nasib tki di malaysia memprihatinkan
Pejuang COVID 19,1.0,2,pejuang covid
"Ini teh awalnya kl ga salah sakit dbd, trs setelah trombosit normal ga ada perbaikan, di swab ternyata covid padahal sblmnya ga ada kontak dg covid.. dr awal sdh pgn drujuk k rshs tp penuh katanya.",0.0,-1,ini teh awalnya kl ga salah sakit dbd trs setelah trombosit normal ga ada perbaikan di swab ternyata covid padahal sblmnya ga ada kontak dg covid dr awal sdh pgn drujuk k rshs tp penuh katanya
"Terbitnya telegram Polri yg salah satu poinnya terkait penindakan hukum penghina presiden dan pejabat negara dalam situasi wabah virus corona (Covid-19), menurut SBY, mempermalukan Indonesia di mata dunia. Sebab hal seperti itu tak terjadi di negara lain. ",1.0,-2,terbitnya telegram polri yg salah satu poinnya terkait penindakan hukum penghina presiden dan pejabat negara dalam situasi wabah virus corona covid menurut sby mempermalukan indonesia di mata dunia sebab hal seperti itu tak terjadi di negara lain
"pentingnya kita tetap adalah karena kalopun lo kena covid-19 dan sembuh, ada kemungkinan virusnya akan aktif lagi",0.0,1,pentingnya kita tetap adalah karena kalopun lo kena covid dan sembuh ada kemungkinan virusnya akan aktif lagi
"Hahaha unggul kok tiap hari bertambah sekarang bukan waktunya ngomongin unggul tp mikir bagaimana cara itu covid lenyap dr indonesia ...geli""gmana mlah ngomongin unggul jelas""jkt terbanyak",1.0,-2,hahaha unggul kok tiap hari bertambah sekarang bukan waktunya ngomongin unggul tp mikir bagaimana cara itu covid lenyap dr indonesia geligmana mlah ngomongin unggul jelasjkt terbanyak
"Bhabinkamtibmas Aiptu Slamet Kundarjanto, sekcam memberikan penyuluhan kepada petugas posko Gugus Tugas terkait pencegahan penularan virus Corona (Covid-19) di ds karanggude kulon kec Karanglewas,(10/4)",1.0,1,bhabinkamtibmas aiptu slamet kundarjanto sekcam memberikan penyuluhan kepada petugas posko gugus tugas terkait pencegahan penularan virus corona covid di ds karanggude kulon kec karanglewas
"Negara kita emang anomali Eyang, disaat negara lain berpikir utk memotong gaji pejabat dan sepenuhnya menggunakan anggaran yg tidak perlu selama covid, yg ini malah begitu.",0.0,-2,negara kita emang anomali eyang disaat negara lain berpikir utk memotong gaji pejabat dan sepenuhnya menggunakan anggaran yg tidak perlu selama covid yg ini malah begitu
"Bila anda minum lahAnda akan terhindar dari covid ,anjir anjirr... !!!",-1.0,-2,bila anda minum lahanda akan terhindar dari covid anjir anjirr
Aksi Warga Tolak Rusunawa Penajam Jadi Tempat Karantina COVID-19 |,-1.0,-2,aksi warga tolak rusunawa penajam jadi tempat karantina covid
"Gusdurian Peduli Tangerang Raya sedang membuka posko bersama Covid-19 hadapi Corona, untuk itu yg mau berdonasi berupa nominal rupiah dapat melalui rekening yg tertera.Untuk bantuan brupa barang, sandang, ataupun pangan bisa diantar langsung di posko atau hubungi CP",1.0,2,gusdurian peduli tangerang raya sedang membuka posko bersama covid hadapi corona untuk itu yg mau berdonasi berupa nominal rupiah dapat melalui rekening yg terterauntuk bantuan brupa barang sandang ataupun pangan bisa diantar langsung di posko atau hubungi cp
"Ada 15 cara menyuruh Covid-19 segera akn pergi ; 4. Jangan lagi ada ""pergaulan bebas"" tanpa batas, selingkuh dan kumpul tanpa ikatan sah. Bukankah Covid-19 telah mendidik kita untuk Sosial Distancing dan Physical Distancing, jaga jarak, bahkan bersalamanpun tdk bersentuhan?.",1.0,1,ada cara menyuruh covid segera akn pergi jangan lagi ada pergaulan bebas tanpa batas selingkuh dan kumpul tanpa ikatan sah bukankah covid telah mendidik kita untuk sosial distancing dan physical distancing jaga jarak bahkan bersalamanpun tdk bersentuhan
Semoga wababh covid-19 yang sedang melanda segera berlalu. Amiin,1.0,-1,semoga wababh covid yang sedang melanda segera berlalu amiin
PDP Covid-19 Asal Kota Cilegon Meninggal di RSUD Banten,0.0,-1,pdp covid asal kota cilegon meninggal di rsud banten
Anggaran Penanganan Covid-19 di Kabupaten Tangerang Tembus Rp240 Miliar,1.0,2,anggaran penanganan covid di kabupaten tangerang tembus rp miliar
"PDIP mainnya kurang jauh...pulang sore mulu'...ha..ha. Sering sering nyender ditembok tetangga klo gag punya kuota, numpang wifi biar tahu berita dan informasi, adalah yg paling gencar bersuara saat covid 19 mewabah, eh ente bilang cari panggung",-1.0,-2,pdip mainnya kurang jauhpulang sore muluhaha sering sering nyender ditembok tetangga klo gag punya kuota numpang wifi biar tahu berita dan informasi adalah yg paling gencar bersuara saat covid mewabah eh ente bilang cari panggung
